Date,Open,High,Low,Close,Adj Close,Volume
2019-09-23,297.549988,299.000000,297.269989,298.209991,279.784027,43476800
2019-09-24,299.410004,299.839996,294.809998,295.869995,277.588623,94869400
2019-09-25,295.959991,298.109985,294.329987,297.619995,279.230438,71854000
2019-09-26,297.630005,297.859985,295.450012,297.000000,278.648804,56179700
2019-09-27,297.829987,297.950012,293.690002,295.399994,277.147614,84746600
2019-09-30,295.970001,297.549988,295.920013,296.769989,278.432983,51662400
2019-10-01,297.739990,298.459991,293.000000,293.239990,275.121124,88242400
2019-10-02,291.500000,291.510010,286.640015,288.059998,270.261200,122539500
2019-10-03,287.809998,290.450012,284.820007,290.420013,272.475403,85278800
2019-10-04,291.140015,294.630005,291.079987,294.350006,276.162537,65091200
2019-10-07,293.470001,295.260010,292.769989,293.079987,274.970947,59610500
2019-10-08,291.040009,291.850006,288.489990,288.529999,270.702209,95708100
2019-10-09,290.750000,292.299988,290.059998,291.269989,273.272797,62359400
2019-10-10,291.179993,294.209991,291.000000,293.239990,275.121124,55296300
2019-10-11,296.269989,298.739990,296.140015,296.279999,277.973206,98720400
2019-10-14,295.929993,296.670013,295.570007,295.950012,277.663666,40394800
2019-10-15,297.100006,299.700012,296.970001,298.880005,280.412628,46754500
2019-10-16,298.369995,299.160004,297.920013,298.399994,279.962280,48928200
2019-10-17,299.679993,300.239990,298.519989,299.279999,280.787933,45736600
2019-10-18,298.690002,299.399994,297.029999,297.970001,279.558868,64304000
2019-10-21,299.420013,300.209991,298.940002,299.989990,281.454041,39048600
2019-10-22,300.579987,300.899994,298.910004,299.010010,280.534607,48594700
2019-10-23,298.730011,299.940002,298.500000,299.880005,281.350769,34352200
2019-10-24,300.910004,301.070007,299.459991,300.369995,281.810577,35453100
2019-10-25,299.739990,302.200012,299.679993,301.600006,282.964539,45205400
2019-10-28,302.940002,303.850006,302.910004,303.299988,284.559418,42147000
2019-10-29,303.000000,304.230011,302.859985,303.209991,284.475128,44284900
2019-10-30,303.429993,304.549988,301.989990,304.140015,285.347565,49643900
2019-10-31,304.130005,304.130005,301.730011,303.329987,284.587646,69053800
2019-11-01,304.920013,306.190002,304.739990,306.140015,287.224030,71141500
2019-11-04,307.850006,308.000000,306.959991,307.369995,288.378021,60606900
2019-11-05,307.589996,307.920013,306.709991,307.029999,288.059021,42933200
2019-11-06,307.029999,307.399994,306.059998,307.100006,288.124695,46487100
2019-11-07,308.570007,309.649994,307.660004,308.179993,289.137970,54272300
2019-11-08,307.799988,309.000000,307.029999,308.940002,289.851074,49032100
2019-11-11,307.420013,308.540009,307.269989,308.350006,289.297455,35797300
2019-11-12,308.750000,309.989990,308.149994,309.000000,289.907257,46484600
2019-11-13,307.910004,309.540009,307.660004,309.100006,290.001129,53917700
2019-11-14,308.790009,309.640015,308.089996,309.549988,290.423218,51219900
2019-11-15,311.019989,311.839996,310.260010,311.790009,292.524933,62023600
2019-11-18,311.529999,312.279999,311.029999,312.019989,292.740692,49228000
2019-11-19,312.679993,312.690002,311.220001,311.929993,292.656250,67804700
2019-11-20,311.279999,311.850006,309.059998,310.769989,291.567902,79406200
2019-11-21,310.890015,311.010010,309.390015,310.269989,291.098877,54664700
2019-11-22,311.089996,311.239990,309.850006,310.959991,291.746185,44850200
2019-11-25,311.980011,313.369995,311.980011,313.369995,294.007263,48647200
2019-11-26,313.410004,314.279999,313.059998,314.079987,294.673401,37569000
2019-11-27,314.609985,315.480011,314.369995,315.480011,295.986969,44444600
2019-11-29,314.859985,315.130005,314.059998,314.309998,294.889191,36592700
2019-12-02,314.589996,314.660004,311.170013,311.640015,292.384216,75767800
2019-12-03,308.649994,309.640015,307.130005,309.549988,290.423218,73941700
2019-12-04,310.700012,312.119995,310.320007,311.459991,292.215363,49080000
2019-12-05,312.230011,312.250000,310.579987,312.019989,292.740692,40709000
2019-12-06,314.119995,315.309998,314.109985,314.869995,295.414612,48927000
2019-12-09,314.440002,315.179993,313.799988,313.880005,294.485809,34838500
2019-12-10,313.820007,314.549988,312.809998,313.529999,294.157440,52649800
2019-12-11,314.029999,314.700012,313.440002,314.420013,294.992432,53429100
2019-12-12,314.429993,317.989990,314.170013,317.130005,297.535004,96389600
2019-12-13,316.869995,318.670013,316.019989,317.320007,297.713226,81503900
2019-12-16,319.220001,320.149994,317.250000,319.500000,299.758514,82749700
2019-12-17,319.920013,320.250000,319.480011,319.570007,299.824219,61097700
2019-12-18,320.000000,320.250000,319.529999,319.589996,299.842987,48133000
2019-12-19,319.799988,320.980011,319.519989,320.899994,301.072021,85310500
2019-12-20,320.459991,321.970001,319.390015,320.730011,302.391937,147142100
2019-12-23,321.589996,321.649994,321.059998,321.220001,302.854004,52990000
2019-12-24,321.470001,321.519989,320.899994,321.230011,302.863403,20270000
2019-12-26,321.649994,322.950012,321.640015,322.940002,304.475586,30911200
2019-12-27,323.739990,323.799988,322.279999,322.859985,304.400177,42528800
2019-12-30,322.950012,323.100006,320.549988,321.079987,302.721924,49729100
2019-12-31,320.529999,322.130005,320.149994,321.859985,303.457367,57077300
2020-01-02,323.540009,324.890015,322.529999,324.869995,306.295227,59151200
2020-01-03,321.160004,323.640015,321.100006,322.410004,303.975891,77709700
2020-01-06,320.489990,323.730011,320.359985,323.640015,305.135620,55653900
2020-01-07,323.019989,323.540009,322.239990,322.730011,304.277588,40496400
2020-01-08,322.940002,325.779999,322.670013,324.450012,305.899292,68296000
2020-01-09,326.160004,326.730011,325.519989,326.649994,307.973419,48473300
2020-01-10,327.290009,327.459991,325.200012,325.709991,307.087219,53029300
2020-01-13,326.390015,327.959991,325.920013,327.950012,309.199158,47086800
2020-01-14,327.470001,328.619995,326.839996,327.450012,308.727753,62832800
2020-01-15,327.350006,329.019989,327.260010,328.190002,309.425415,72056600
2020-01-16,329.700012,330.920013,329.450012,330.920013,311.999329,54050300
2020-01-17,331.700012,332.179993,330.850006,331.950012,312.970490,95846000
2020-01-21,330.899994,332.179993,330.820007,331.299988,312.357635,77742400
2020-01-22,332.239990,332.950012,331.170013,331.339996,312.395294,48914900
2020-01-23,330.630005,332.170013,329.410004,331.720001,312.753632,51963000
2020-01-24,332.440002,332.529999,327.359985,328.769989,309.972260,87578400
2020-01-27,323.029999,325.119995,322.660004,323.500000,305.003571,84062500
2020-01-28,325.059998,327.850006,323.600006,326.890015,308.199829,63834000
2020-01-29,328.380005,328.630005,326.399994,326.619995,307.945221,53888900
2020-01-30,324.359985,327.910004,323.540009,327.679993,308.944611,75491800
2020-01-31,327.000000,327.170013,320.730011,321.730011,303.334808,113845600
2020-02-03,323.350006,326.160004,323.220001,324.119995,305.588104,69083000
2020-02-04,328.070007,330.010010,327.720001,329.059998,310.245728,62573200
2020-02-05,332.269989,333.089996,330.670013,332.859985,313.828400,65951100
2020-02-06,333.910004,334.190002,332.799988,333.980011,314.884430,50359700
2020-02-07,332.820007,333.989990,331.600006,332.200012,313.206146,64139400
2020-02-10,331.230011,334.750000,331.190002,334.679993,315.544342,42070000
2020-02-11,336.160004,337.019989,334.679993,335.260010,316.091217,54864500
2020-02-12,336.829987,337.649994,336.429993,337.420013,318.127655,43992700
2020-02-13,335.859985,338.119995,335.559998,337.059998,317.788300,54501900
2020-02-14,337.510010,337.730011,336.200012,337.600006,318.297394,64582200
2020-02-18,336.510010,337.670013,335.209991,336.730011,317.477173,57226200
2020-02-19,337.790009,339.079987,337.480011,338.339996,318.995148,48814700
2020-02-20,337.739990,338.640015,333.679993,336.950012,317.684631,74163400
2020-02-21,335.470001,335.809998,332.579987,333.480011,314.412994,113788200
2020-02-24,323.140015,333.559998,321.239990,322.420013,303.985382,161088400
2020-02-25,323.940002,324.609985,311.690002,312.649994,294.773956,218913200
2020-02-26,314.179993,318.109985,310.700012,311.500000,293.689697,194773800
2020-02-27,305.459991,311.559998,297.510010,297.510010,280.499664,284353500
2020-02-28,288.700012,297.890015,285.540009,296.260010,279.321106,384975800
2020-03-02,298.209991,309.160004,294.459991,309.089996,291.417480,238703600
2020-03-03,309.500000,313.839996,297.570007,300.239990,283.073517,300139100
2020-03-04,306.119995,313.100006,303.329987,312.859985,294.971924,176613400
2020-03-05,304.980011,308.470001,300.010010,302.459991,285.166504,186366800
2020-03-06,293.149994,298.779999,290.230011,297.459991,280.452454,228667200
2020-03-09,275.299988,284.190002,273.450012,274.230011,258.550659,309417300
2020-03-10,284.640015,288.519989,273.500000,288.420013,271.929382,276444100
2020-03-11,280.700012,281.940002,270.880005,274.359985,258.673218,255316300
2020-03-12,256.000000,266.660004,247.679993,248.110001,233.924118,392220700
2020-03-13,263.089996,271.480011,248.520004,269.320007,253.921356,329566100
2020-03-16,241.179993,256.899994,237.360001,239.850006,226.136383,297240000
2020-03-17,245.039993,256.170013,237.070007,252.800003,238.345947,262070500
2020-03-18,236.250000,248.369995,228.020004,240.000000,226.277786,327597100
2020-03-19,239.250000,247.380005,232.220001,240.509995,226.758636,289322000
2020-03-20,242.529999,244.470001,228.500000,228.800003,216.986649,347158800
2020-03-23,228.190002,229.679993,218.259995,222.949997,211.438675,326025200
2020-03-24,234.419998,244.100006,233.800003,243.149994,230.595718,235494500
2020-03-25,244.869995,256.350006,239.750000,246.789993,234.047775,299430300
2020-03-26,249.520004,262.799988,249.050003,261.200012,247.713745,257632800
2020-03-27,253.270004,260.809998,251.050003,253.419998,240.335449,224341200
2020-03-30,255.699997,262.429993,253.529999,261.649994,248.140549,171369500
2020-03-31,260.559998,263.329987,256.220001,257.750000,244.441925,194881100
2020-04-01,247.979996,257.660004,243.899994,246.149994,233.440811,189554600
2020-04-02,245.190002,252.679993,244.589996,251.830002,238.827560,177660400
2020-04-03,250.759995,253.320007,245.220001,248.190002,235.375488,135561200
2020-04-06,257.839996,267.000000,248.169998,264.859985,251.184769,188061200
2020-04-07,274.209991,275.029999,264.890015,265.130005,251.440842,201427200
2020-04-08,267.959991,276.000000,265.250000,274.029999,259.881378,153774500
2020-04-09,277.579987,281.200012,275.470001,278.200012,263.835999,189999200
2020-04-13,277.140015,277.510010,271.410004,275.660004,261.427185,114839100
2020-04-14,280.980011,284.899994,275.510010,283.790009,269.137482,134143400
2020-04-15,277.570007,283.940002,275.459991,277.760010,263.418671,121775000
2020-04-16,279.149994,280.029999,275.760010,279.100006,264.689606,131798300
2020-04-17,285.380005,287.299988,282.399994,286.640015,271.840271,146684800
2020-04-20,282.609985,286.790009,281.350006,281.589996,267.050995,100109300
2020-04-21,276.730011,278.040009,272.019989,273.040009,258.942505,126385700
2020-04-22,278.350006,281.000000,276.910004,279.100006,264.689606,92951600
2020-04-23,280.489990,283.940002,278.750000,279.079987,264.670593,104709700
2020-04-24,280.730011,283.700012,278.500000,282.970001,268.359680,85063200
2020-04-27,285.119995,288.269989,284.619995,287.049988,272.229095,77896600
2020-04-28,291.019989,291.399994,285.399994,285.730011,270.977234,105270000
2020-04-29,291.529999,294.880005,290.410004,293.209991,278.071045,118745600
2020-04-30,291.709991,293.320007,288.589996,290.480011,275.482025,122901700
2020-05-01,285.309998,290.660004,281.519989,282.790009,268.189026,125180000
2020-05-04,280.739990,283.899994,279.130005,283.570007,268.928772,80873200
2020-05-05,286.640015,289.250000,283.709991,286.190002,271.413483,79569900
2020-05-06,288.040009,288.459991,283.779999,284.250000,269.573639,73632600
2020-05-07,287.750000,289.779999,287.130005,287.679993,272.826569,75250400
2020-05-08,291.089996,292.950012,289.859985,292.440002,277.340790,76452400
2020-05-11,290.339996,294.000000,289.880005,292.500000,277.397705,79514200
2020-05-12,293.790009,294.239990,286.519989,286.670013,271.868774,95870800
2020-05-13,286.059998,287.190002,278.959991,281.600006,267.060455,144721100
2020-05-14,278.950012,285.109985,272.989990,284.970001,270.256500,121977900
2020-05-15,282.369995,286.329987,281.339996,286.279999,271.498871,111146300
2020-05-18,293.049988,296.750000,292.700012,295.000000,279.768677,119703800
2020-05-19,294.350006,296.209991,291.950012,291.970001,276.895020,95189300
2020-05-20,295.820007,297.869995,295.570007,296.929993,281.598907,85861700
2020-05-21,296.790009,297.670013,293.690002,294.880005,279.654816,78293900
2020-05-22,294.570007,295.630005,293.220001,295.440002,280.185883,63958200
2020-05-26,301.929993,302.190002,295.459991,299.079987,283.638000,88951400
2020-05-27,302.119995,303.570007,296.869995,303.529999,287.858185,104817400
2020-05-28,304.649994,306.839996,302.239990,302.970001,287.327118,90405200
2020-05-29,302.459991,304.959991,299.470001,304.320007,288.607422,119090800
2020-06-01,303.619995,306.209991,303.059998,305.549988,289.773926,55758300
2020-06-02,306.549988,308.130005,305.100006,308.079987,292.173248,74267200
2020-06-03,310.239990,313.220001,309.940002,312.179993,296.061584,92567600
2020-06-04,311.109985,313.000000,309.079987,311.359985,295.283875,75794400
2020-06-05,317.230011,321.269989,317.160004,319.339996,302.851929,150524700
2020-06-08,320.220001,323.410004,319.630005,323.200012,306.512604,73641200
2020-06-09,320.299988,323.279999,319.359985,320.790009,304.227020,77479200
2020-06-10,321.420013,322.390015,318.220001,319.000000,302.529449,95000800
2020-06-11,311.459991,312.149994,300.010010,300.609985,285.088898,209243600
2020-06-12,308.239990,309.079987,298.600006,304.209991,288.503052,194678900
2020-06-15,298.019989,308.279999,296.739990,307.049988,291.196381,135782700
2020-06-16,315.480011,315.640015,307.670013,312.959991,296.801300,137627500
2020-06-17,314.070007,314.390015,310.859985,311.660004,295.568420,83398900
2020-06-18,310.010010,312.299988,309.510010,311.779999,295.682220,80828700
2020-06-19,314.170013,314.380005,306.529999,308.640015,293.992432,135549600
2020-06-22,307.989990,311.049988,306.750000,310.619995,295.878448,74649400
2020-06-23,313.489990,314.500000,311.609985,312.049988,297.240601,68471200
2020-06-24,309.839996,310.510010,302.100006,304.089996,289.658295,132813500
2020-06-25,303.470001,307.640015,301.279999,307.350006,292.763641,89468000
2020-06-26,306.160004,306.390015,299.420013,300.049988,285.810120,127961000
2020-06-29,301.410004,304.609985,298.929993,304.459991,290.010773,79773300
2020-06-30,303.989990,310.200012,303.820007,308.359985,293.725708,113394800
2020-07-01,309.570007,311.890015,309.070007,310.519989,295.783203,72396500
2020-07-02,314.239990,315.700012,311.510010,312.230011,297.412048,69344200
2020-07-06,316.369995,317.679993,315.559998,317.049988,302.003265,61713800
2020-07-07,315.380005,317.519989,313.369995,313.779999,298.888458,82910000
2020-07-08,314.609985,316.299988,312.700012,316.179993,301.174530,54638600
2020-07-09,316.839996,317.100006,310.679993,314.380005,299.459961,83354200
2020-07-10,314.309998,317.880005,312.760010,317.589996,302.517609,57550400
2020-07-13,320.130005,322.709991,314.130005,314.839996,299.898163,102997500
2020-07-14,313.299988,319.760010,312.000000,318.920013,303.784546,93657000
2020-07-15,322.410004,323.040009,319.269989,321.850006,306.575500,87196500
2020-07-16,319.790009,321.279999,319.089996,320.790009,305.565796,54622500
2020-07-17,321.880005,322.570007,319.739990,321.720001,306.451660,62774900
2020-07-20,321.429993,325.130005,320.619995,324.320007,308.928284,56308800
2020-07-21,326.450012,326.929993,323.940002,325.010010,309.585541,57292200
2020-07-22,324.619995,327.200012,324.500000,326.859985,311.347748,57792900
2020-07-23,326.470001,327.230011,321.480011,322.959991,307.632813,75738000
2020-07-24,320.950012,321.989990,319.250000,320.880005,305.651581,73766600
2020-07-27,321.630005,323.410004,320.769989,323.220001,307.880493,48293000
2020-07-28,322.429993,323.640015,320.850006,321.170013,305.927826,57495000
2020-07-29,322.119995,325.730011,322.079987,325.119995,309.690338,48454200
2020-07-30,321.899994,324.410004,319.640015,323.959991,308.585297,61861700
2020-07-31,325.899994,326.630005,321.329987,326.519989,311.023895,84986800
2020-08-03,328.320007,329.619995,327.730011,328.790009,313.186157,53077900
2020-08-04,327.859985,330.059998,327.859985,330.059998,314.395874,41917900
2020-08-05,331.470001,332.390015,331.179993,332.109985,316.348511,42697700
2020-08-06,331.480011,334.459991,331.130005,334.329987,318.463165,43679400
2020-08-07,333.279999,334.880005,332.299988,334.570007,318.691833,57308300
2020-08-10,335.059998,335.769989,332.959991,335.570007,319.644318,44282100
2020-08-11,336.850006,337.540009,332.010010,332.799988,317.005768,69601100
2020-08-12,335.440002,338.279999,335.410004,337.440002,321.425629,53774400
2020-08-13,336.609985,338.250000,335.829987,336.829987,320.844543,41816100
2020-08-14,336.410004,337.420013,335.619995,336.839996,320.854065,47260400
2020-08-17,337.940002,338.339996,336.850006,337.910004,321.873352,35481000
2020-08-18,338.339996,339.100006,336.609985,338.640015,322.568695,38733900
2020-08-19,339.049988,339.609985,336.619995,337.230011,321.225525,68054200
2020-08-20,335.359985,338.799988,335.220001,338.279999,322.225708,42207800
2020-08-21,337.920013,339.720001,337.549988,339.480011,323.368805,55106600
2020-08-24,342.119995,343.000000,339.450012,342.920013,326.645569,48588700
2020-08-25,343.529999,344.209991,342.269989,344.119995,327.788605,38463400
2020-08-26,344.760010,347.859985,344.170013,347.570007,331.074829,50790200
2020-08-27,348.510010,349.899994,346.529999,348.329987,331.798767,58034100
2020-08-28,349.440002,350.720001,348.149994,350.579987,333.942047,48588900
2020-08-31,350.350006,351.299988,349.059998,349.309998,332.732300,66099200
2020-09-01,350.209991,352.709991,349.239990,352.600006,335.866119,54908700
2020-09-02,354.670013,358.750000,353.429993,357.700012,340.724121,69540000
2020-09-03,355.869995,356.380005,342.589996,345.390015,328.998352,148011100
2020-09-04,346.130005,347.829987,334.869995,342.570007,326.312164,139156300
2020-09-08,336.709991,342.640015,332.880005,333.209991,317.396362,114465300
2020-09-09,337.549988,342.459991,336.609985,339.790009,323.664093,91462300
2020-09-10,341.820007,342.529999,332.850006,333.890015,318.044098,90569500
2020-09-11,335.820007,336.970001,331.000000,334.059998,318.206055,84680200
2020-09-14,337.489990,340.380005,334.220001,338.459991,322.397217,65605700
2020-09-15,341.119995,342.019989,338.470001,340.170013,324.026062,52920900
2020-09-16,341.510010,343.059998,338.519989,338.820007,322.740082,82096000
2020-09-17,333.559998,337.700012,332.989990,335.839996,319.901550,91523300
2020-09-18,335.369995,335.489990,327.970001,330.649994,316.218597,105877900
2020-09-21,325.700012,327.130005,321.730011,326.970001,312.699280,99450800
2020-09-22,328.570007,330.899994,325.859985,330.299988,315.883911,63612100
2020-09-23,330.899994,331.200012,322.100006,322.640015,308.558258,93112200
2020-09-24,321.220001,326.799988,319.799988,323.500000,309.380646,76681300
2020-09-25,322.579987,329.579987,321.640015,328.730011,314.382446,71069400
2020-09-28,333.220001,334.959991,332.149994,334.190002,319.604156,64584600
2020-09-29,333.970001,334.769989,331.619995,332.369995,317.863556,51304000
2020-09-30,333.089996,338.290009,332.880005,334.890015,320.273621,104081100
2020-10-01,337.690002,338.739990,335.010010,337.040009,322.329681,88698700
2020-10-02,331.700012,337.010010,331.190002,333.839996,319.269379,89431100
2020-10-05,336.059998,339.959991,336.010010,339.760010,324.931000,45713100
2020-10-06,339.910004,342.170013,334.380005,334.929993,320.311798,90128900
2020-10-07,338.119995,341.630005,338.089996,340.760010,325.887390,56999600
2020-10-08,342.850006,343.850006,341.859985,343.779999,328.775574,45242500
2020-10-09,345.559998,347.350006,344.890015,346.850006,331.711639,59528600
2020-10-12,349.589996,354.019989,349.059998,352.429993,337.048004,80388500
2020-10-13,352.279999,352.470001,349.089996,350.130005,334.848419,73255500
2020-10-14,350.750000,351.929993,347.140015,347.929993,332.744476,57727900
2020-10-15,343.709991,348.019989,343.130005,347.500000,332.333252,60357700
2020-10-16,348.959991,350.750000,347.100006,347.290009,332.132324,89501900
2020-10-19,348.649994,349.329987,341.040009,342.010010,327.082825,68425600
2020-10-20,343.459991,346.880005,342.640015,343.380005,328.393036,60051900
2020-10-21,343.329987,345.670013,342.399994,342.730011,327.771423,63575000
2020-10-22,342.959991,345.239990,340.649994,344.609985,329.569305,55399300
2020-10-23,345.929993,345.989990,343.130005,345.779999,330.688232,49143900
2020-10-26,342.130005,342.980011,335.619995,339.390015,324.577118,91473000
2020-10-27,339.760010,340.119995,337.989990,338.220001,323.458221,65994100
2020-10-28,332.100006,338.250000,326.130005,326.660004,312.402802,127094300
2020-10-29,326.910004,333.399994,325.089996,329.980011,315.577881,90597700
2020-10-30,328.279999,329.690002,322.600006,326.540009,312.287994,120287300
2020-11-02,330.200012,332.359985,327.239990,330.200012,315.788300,86068300
2020-11-03,333.690002,338.250000,330.290009,336.029999,321.363861,93294200
2020-11-04,340.859985,347.940002,339.589996,343.540009,328.546082,126959700
2020-11-05,349.239990,352.190002,348.859985,350.239990,334.953613,82039700
2020-11-06,349.929993,351.510010,347.649994,350.160004,334.877106,74973000
2020-11-09,363.970001,364.380005,354.059998,354.559998,339.085083,172304200
2020-11-10,353.489990,355.179993,350.510010,354.040009,338.587830,85552000
2020-11-11,356.399994,357.559998,355.059998,356.670013,341.102997,58649000
2020-11-12,355.579987,356.720001,351.260010,353.209991,337.793976,67546200
2020-11-13,355.269989,358.899994,354.709991,358.100006,342.470581,62892200
2020-11-16,360.980011,362.779999,359.589996,362.570007,346.745453,74541100
2020-11-17,359.970001,361.920013,358.339996,360.619995,344.880554,66111000
2020-11-18,360.910004,361.500000,356.239990,356.279999,340.729980,70591300
2020-11-19,355.600006,358.179993,354.149994,357.779999,342.164490,59940900
2020-11-20,357.500000,357.720001,355.250000,355.329987,339.821381,70417300
2020-11-23,357.279999,358.820007,354.869995,357.459991,341.858459,63230600
2020-11-24,360.209991,363.809998,359.290009,363.220001,347.367096,62415900
2020-11-25,363.130005,363.160004,361.480011,362.660004,346.831543,45330900
2020-11-27,363.839996,364.179993,362.579987,363.670013,347.797516,28514100
2020-11-30,362.829987,363.119995,359.170013,362.059998,346.257721,83872700
2020-12-01,365.570007,367.679993,364.929993,366.019989,350.044861,74231400
2020-12-02,364.820007,366.959991,364.200012,366.790009,350.781311,45927000
2020-12-03,366.679993,368.190002,365.500000,366.690002,350.685638,62882000
2020-12-04,367.320007,369.850006,367.220001,369.850006,353.707733,50749900
2020-12-07,369.019989,369.619995,367.720001,369.089996,352.980927,48944300
2020-12-08,367.720001,370.779999,367.670013,370.170013,354.013763,42458900
2020-12-09,370.880005,371.049988,365.950012,366.850006,350.838623,74098300
2020-12-10,365.369995,367.859985,364.429993,366.730011,350.723907,57735400
2020-12-11,364.899994,366.739990,363.260010,366.299988,350.312653,57698600
2020-12-14,368.640015,369.799988,364.470001,364.660004,348.744293,69216200
2020-12-15,367.399994,369.589996,365.920013,369.589996,353.459076,63865300
2020-12-16,369.820007,371.160004,368.869995,370.170013,354.013763,58420500
2020-12-17,371.940002,372.459991,371.049988,372.239990,355.993408,64119500
2020-12-18,370.970001,371.149994,367.019989,369.179993,354.572021,136542300
2020-12-21,364.970001,378.459991,362.029999,367.859985,353.304169,96386700
2020-12-22,368.209991,368.329987,366.029999,367.239990,352.708771,47949000
2020-12-23,368.279999,369.619995,367.220001,367.570007,353.025696,46201400
2020-12-24,368.079987,369.029999,367.450012,369.000000,354.399048,26457900
2020-12-28,371.739990,372.589996,371.070007,372.170013,357.443634,39000400
2020-12-29,373.809998,374.000000,370.829987,371.459991,356.761749,53680500
2020-12-30,372.339996,373.100006,371.570007,371.989990,357.270782,49455300
2020-12-31,371.779999,374.660004,371.230011,373.880005,359.086029,78520700
2021-01-04,375.309998,375.450012,364.820007,368.790009,354.197388,110210800
2021-01-05,368.100006,372.500000,368.049988,371.329987,356.636932,66426200
2021-01-06,369.709991,376.980011,369.119995,373.549988,358.769073,107997700
2021-01-07,376.100006,379.899994,375.910004,379.100006,364.099548,68766800
2021-01-08,380.589996,381.489990,377.100006,381.260010,366.173950,71677200
2021-01-11,377.850006,380.579987,377.720001,378.690002,363.705658,51034700
2021-01-12,378.890015,379.859985,376.359985,378.769989,363.782532,52547700
2021-01-13,378.690002,380.859985,377.850006,379.790009,364.762085,45303600
2021-01-14,380.589996,381.130005,378.100006,378.459991,363.484772,49989100
2021-01-15,376.720001,377.579987,373.700012,375.700012,360.834045,107160000
2021-01-19,378.339996,379.230011,376.750000,378.649994,363.667206,51233300
2021-01-20,381.109985,384.790009,380.690002,383.890015,368.699921,61836100
2021-01-21,384.489990,384.950012,383.250000,384.239990,369.036041,47840100
2021-01-22,382.250000,384.130005,381.839996,382.880005,367.729919,52860500
2021-01-25,383.670013,384.769989,378.459991,384.390015,369.180145,70402000
2021-01-26,385.410004,385.850006,383.540009,383.790009,368.603851,42665300
2021-01-27,380.220001,380.320007,372.010010,374.410004,359.595032,123351100
2021-01-28,376.359985,381.929993,375.890015,377.630005,362.687592,94198100
2021-01-29,375.630005,376.670013,368.269989,370.070007,355.426788,126765100
2021-02-01,373.720001,377.339996,370.380005,376.230011,361.342987,75817600
2021-02-02,379.649994,383.220001,376.320007,381.549988,366.452545,64450700
2021-02-03,382.440002,383.700012,380.480011,381.850006,366.740601,52427100
2021-02-04,382.959991,386.239990,381.970001,386.190002,370.908905,47142600
2021-02-05,388.200012,388.470001,386.140015,387.709991,372.368744,48669800
2021-02-08,389.269989,390.559998,388.350006,390.510010,375.058014,38365200
2021-02-09,389.609985,390.890015,389.170013,390.250000,374.808258,35551100
2021-02-10,392.119995,392.279999,387.500000,390.079987,374.645020,59154400
2021-02-11,391.239990,391.690002,388.100006,390.709991,375.250031,42913300
2021-02-12,389.850006,392.899994,389.769989,392.640015,377.103729,50593300
2021-02-16,393.959991,394.170013,391.529999,392.299988,376.777100,50972400
2021-02-17,390.420013,392.660004,389.329987,392.390015,376.863556,52290600
2021-02-18,389.589996,391.519989,387.739990,390.720001,375.259644,59712800
2021-02-19,392.070007,392.380005,389.549988,390.029999,374.596954,83241000
2021-02-22,387.059998,389.619995,386.739990,387.029999,371.715668,67414200
2021-02-23,384.660004,388.950012,380.200012,387.500000,372.167084,107284100
2021-02-24,386.329987,392.230011,385.269989,391.769989,376.268066,72433900
2021-02-25,390.410004,391.880005,380.779999,382.329987,367.201660,146670500
2021-02-26,384.350006,385.579987,378.230011,380.359985,365.309601,152701600
2021-03-01,385.589996,390.920013,380.570007,389.579987,374.164764,105348800
2021-03-02,389.820007,390.070007,386.000000,386.540009,371.245056,79595300
2021-03-03,385.790009,386.829987,381.309998,381.420013,366.327637,119940200
2021-03-04,381.220001,384.000000,371.880005,376.700012,361.794464,183433000
2021-03-05,380.459991,384.760010,372.640015,383.630005,368.450165,152039600
2021-03-08,384.660004,387.679993,381.420013,381.720001,366.615784,123149200
2021-03-09,385.850006,389.910004,385.309998,387.170013,371.850189,113633600
2021-03-10,389.690002,391.399994,388.170013,389.579987,374.164764,109899400
2021-03-11,392.230011,395.649994,391.739990,393.529999,377.958466,86245000
2021-03-12,392.070007,394.209991,391.200012,394.059998,378.467499,64653600
2021-03-15,394.329987,396.690002,392.029999,396.410004,380.724518,73427200
2021-03-16,397.070007,397.829987,395.079987,395.910004,380.244263,73722500
2021-03-17,394.529999,398.119995,393.299988,397.260010,381.540863,97959300
2021-03-18,394.480011,396.720001,390.750000,391.480011,375.989563,115349100
2021-03-19,389.880005,391.570007,387.149994,389.480011,375.293945,113624500
2021-03-22,390.029999,394.070007,389.970001,392.589996,378.290619,73778600
2021-03-23,391.910004,393.459991,388.660004,389.500000,375.313141,90686600
2021-03-24,391.000000,392.750000,387.470001,387.519989,373.405273,97588600
2021-03-25,385.980011,390.549988,383.899994,389.700012,375.505920,116128600
2021-03-26,390.929993,396.410004,390.290009,395.980011,381.557129,114409100
2021-03-29,394.399994,396.750000,392.809998,395.779999,381.364410,108107600
2021-03-30,394.420013,395.450012,393.019989,394.730011,380.352631,76262200
2021-03-31,395.339996,398.000000,395.309998,396.329987,381.894348,112734200
2021-04-01,398.399994,400.670013,398.179993,400.609985,386.018494,99682900
2021-04-05,403.459991,406.940002,403.380005,406.359985,391.559021,91684800
2021-04-06,405.760010,407.239990,405.399994,406.119995,391.327789,62021000
2021-04-07,405.940002,406.959991,405.450012,406.589996,391.780670,55836300
